5, 8, 0
5, 8, 0
5, 7, 0
5, 7, 0
5, 7, 0
5, 7, 0
5, 7, 0
5, 7, 0
5, 7, 0
5, 8, 0
4, 6, 0
4, 7, 0
4, 6, 0
2, 4, 0
3, 4, 0
4, 5, 0
3, 6, 0
4, 7, 0
4, 6, 0
4, 6, 0
3, 5, 0
5, 7, 0
4, 6, 0
4, 6, 0
4, 8, 0
4, 6, 0
4, 6, 0
3, 5, 0
5, 8, 0
4, 7, 0
4, 6, 0
3, 6, 0
3, 6, 0
4, 6, 0
4, 6, 0
4, 6, 0
4, 6, 0
4, 6, 0
4, 7, 0
4, 7, 0
5, 7, 0
6, 8, 0
6, 10, 0
4, 7, 0
5, 8, 0
4, 6, 0
3, 5, 0
4, 6, 0
3, 5, 0
5, 8, 0
4, 7, 0
4, 5, 0
3, 6, 0
3, 5, 0
4, 6, 0
3, 4, 0
3, 6, 0
3, 6, 0
3, 5, 0
2, 5, 0
4, 5, 0
2, 4, 0
3, 5, 0
3, 4, 0
2, 4, 0
4, 7, 0
5, 7, 0
4, 7, 0
5, 8, 0
4, 6, 0
4, 6, 0
5, 8, 0
3, 5, 0
3, 4, 0
3, 5, 0
3, 5, 0
3, 5, 0
3, 6, 0
3, 5, 0
3, 5, 0
3, 6, 0
4, 6, 0
3, 5, 0
3, 5, 0
4, 5, 0
5, 8, 0
5, 7, 0
6, 8, 0
7, 9, 0
6, 9, 0
5, 7, 0
5, 8, 0
6, 8, 0
7, 10, 0
6, 8, 0
6, 8, 0
4, 7, 0
5, 8, 0
6, 7, 0
4, 6, 0
