39, 57, 17
39, 56, 17
39, 57, 17
39, 56, 16
39, 56, 16
39, 56, 17
39, 57, 17
39, 56, 16
39, 56, 16
39, 56, 17
39, 57, 17
39, 57, 17
39, 57, 18
39, 57, 17
39, 57, 18
38, 54, 15
38, 54, 14
37, 53, 14
38, 56, 16
39, 57, 17
42, 61, 18
40, 56, 16
42, 60, 18
42, 59, 17
42, 60, 17
42, 60, 18
41, 58, 17
38, 55, 16
39, 55, 17
38, 54, 16
38, 55, 19
38, 54, 18
38, 54, 16
37, 53, 16
37, 53, 16
37, 54, 16
37, 54, 16
35, 51, 15
38, 54, 17
37, 54, 16
38, 56, 17
39, 56, 17
38, 55, 16
38, 55, 16
40, 58, 17
40, 58, 17
43, 62, 18
45, 63, 17
48, 68, 19
46, 63, 16
48, 68, 19
46, 63, 17
46, 65, 18
45, 64, 19
44, 63, 18
43, 60, 17
41, 58, 16
43, 61, 18
41, 59, 17
40, 58, 17
41, 58, 18
40, 58, 18
40, 57, 17
38, 56, 15
40, 58, 17
41, 58, 17
42, 59, 18
41, 58, 17
43, 62, 20
42, 58, 18
42, 59, 17
42, 57, 17
42, 60, 17
39, 56, 15
39, 56, 16
39, 55, 18
39, 55, 16
39, 56, 17
38, 55, 17
38, 55, 16
38, 55, 16
39, 57, 16
38, 56, 17
39, 56, 17
38, 56, 16
37, 54, 16
37, 54, 16
38, 56, 17
38, 54, 17
38, 55, 16
38, 55, 16
41, 59, 18
41, 58, 18
40, 58, 17
41, 59, 17
39, 55, 15
40, 57, 17
41, 58, 16
42, 57, 16
43, 63, 17
