5, 10, 5
5, 10, 6
5, 10, 5
5, 10, 5
5, 10, 6
5, 10, 6
5, 10, 6
5, 10, 6
5, 10, 6
5, 10, 5
5, 10, 6
5, 10, 6
6, 10, 7
5, 10, 5
4, 9, 4
5, 10, 6
5, 10, 6
5, 10, 7
5, 11, 6
5, 12, 5
5, 11, 7
4, 10, 6
4, 10, 5
4, 9, 6
5, 10, 6
6, 10, 7
5, 10, 6
4, 9, 6
5, 10, 6
5, 10, 5
5, 10, 7
5, 10, 7
4, 10, 5
5, 11, 6
6, 12, 8
7, 14, 8
5, 12, 6
5, 11, 6
5, 11, 6
4, 10, 5
4, 9, 5
4, 9, 5
4, 11, 4
5, 11, 7
6, 12, 7
5, 11, 6
5, 10, 5
4, 10, 4
6, 12, 7
4, 9, 3
4, 9, 5
5, 10, 6
5, 12, 5
5, 11, 6
6, 12, 6
5, 12, 6
6, 11, 6
4, 10, 4
5, 9, 5
4, 8, 4
4, 8, 4
4, 9, 4
4, 9, 4
4, 8, 3
4, 9, 4
5, 9, 5
6, 10, 6
5, 10, 7
5, 11, 6
5, 11, 5
6, 10, 8
5, 10, 7
5, 10, 5
4, 9, 4
6, 10, 5
5, 9, 5
4, 9, 5
4, 9, 5
4, 9, 5
4, 9, 4
5, 11, 6
5, 10, 6
6, 11, 7
4, 10, 5
5, 10, 6
5, 11, 5
4, 10, 5
5, 10, 5
4, 10, 5
4, 10, 4
3, 8, 3
4, 9, 4
4, 9, 4
5, 10, 6
4, 9, 4
5, 10, 5
6, 11, 8
4, 10, 7
5, 10, 6
5, 12, 6
