37, 12, 5
37, 12, 5
36, 12, 5
36, 12, 5
36, 12, 5
37, 12, 5
37, 12, 6
37, 12, 5
37, 12, 5
37, 13, 6
37, 12, 5
37, 13, 6
37, 12, 5
37, 12, 5
37, 13, 6
37, 12, 6
37, 13, 6
37, 12, 5
37, 13, 6
37, 13, 5
36, 13, 5
36, 12, 5
36, 12, 5
38, 14, 7
38, 14, 7
40, 15, 6
40, 13, 6
40, 13, 5
38, 13, 5
37, 12, 6
36, 12, 6
37, 12, 6
37, 13, 6
37, 13, 6
38, 13, 6
36, 11, 5
37, 10, 5
36, 12, 6
39, 13, 6
38, 12, 6
38, 13, 6
37, 12, 5
37, 13, 7
37, 12, 5
36, 12, 5
35, 11, 4
36, 13, 5
35, 12, 5
37, 12, 5
36, 13, 6
37, 13, 5
38, 13, 6
36, 13, 6
36, 12, 6
35, 10, 5
37, 15, 6
36, 12, 5
39, 16, 9
37, 12, 6
38, 12, 6
38, 13, 7
37, 12, 5
36, 12, 5
37, 12, 5
37, 12, 5
38, 13, 5
39, 13, 5
38, 12, 5
39, 14, 6
38, 12, 5
38, 13, 6
38, 14, 6
37, 13, 5
38, 13, 6
38, 13, 6
39, 13, 6
39, 13, 6
39, 14, 7
39, 14, 6
38, 14, 6
38, 13, 6
37, 12, 5
38, 14, 6
38, 14, 6
38, 13, 6
39, 15, 7
38, 14, 6
38, 13, 6
39, 14, 7
38, 14, 5
39, 14, 7
38, 14, 6
40, 15, 7
38, 14, 6
38, 14, 6
40, 16, 8
39, 13, 7
39, 14, 7
37, 12, 6
38, 14, 7
