3, 11, 0
3, 11, 0
3, 11, 0
3, 11, 0
3, 11, 0
3, 11, 0
3, 11, 0
3, 11, 0
3, 10, 0
3, 10, 0
2, 10, 0
3, 11, 0
3, 9, 0
3, 10, 0
3, 11, 0
3, 11, 0
4, 12, 1
4, 12, 0
3, 11, 0
3, 10, 0
4, 12, 0
3, 11, 1
4, 12, 1
5, 14, 1
5, 16, 2
5, 13, 2
5, 13, 2
4, 11, 1
4, 12, 0
4, 12, 1
3, 10, 0
4, 14, 0
4, 12, 1
3, 11, 0
4, 12, 1
3, 11, 0
4, 12, 0
4, 13, 1
4, 11, 1
3, 11, 0
4, 12, 0
4, 11, 1
4, 10, 1
4, 10, 1
5, 12, 3
4, 13, 1
5, 14, 2
4, 11, 1
3, 12, 0
4, 12, 1
4, 12, 1
4, 12, 1
4, 12, 0
4, 11, 1
4, 11, 0
3, 11, 0
3, 10, 0
3, 11, 0
3, 10, 0
3, 10, 0
3, 10, 0
3, 10, 0
3, 10, 0
3, 11, 0
3, 10, 0
3, 10, 0
3, 10, 0
3, 10, 0
3, 9, 0
3, 10, 0
4, 10, 0
3, 10, 0
3, 10, 0
4, 11, 1
4, 10, 1
4, 12, 1
3, 11, 0
4, 12, 1
5, 14, 1
4, 12, 0
5, 15, 1
4, 12, 1
4, 12, 0
4, 12, 1
4, 12, 0
2, 10, 0
5, 13, 1
4, 12, 1
4, 12, 1
2, 10, 0
4, 12, 0
3, 11, 0
4, 12, 0
4, 13, 1
4, 14, 1
4, 12, 0
5, 12, 2
4, 12, 1
4, 10, 2
4, 10, 1
