36, 9, 1
36, 10, 2
36, 10, 1
36, 9, 1
36, 10, 1
36, 10, 1
36, 9, 1
35, 9, 1
30, 8, 0
28, 7, 0
27, 7, 0
28, 7, 0
28, 7, 0
30, 8, 0
31, 8, 0
29, 7, 0
28, 7, 0
33, 9, 1
37, 10, 2
39, 10, 2
38, 10, 1
40, 11, 2
40, 11, 1
41, 11, 2
41, 10, 1
42, 11, 2
40, 11, 1
40, 13, 1
39, 11, 2
38, 10, 2
41, 10, 3
42, 10, 3
41, 10, 1
39, 10, 1
39, 11, 1
38, 11, 2
37, 10, 1
37, 10, 1
38, 10, 2
35, 9, 1
34, 9, 1
31, 9, 1
30, 8, 0
27, 6, 0
28, 8, 0
28, 7, 0
30, 8, 0
28, 7, 0
29, 7, 0
28, 7, 0
29, 7, 0
29, 7, 0
29, 8, 0
29, 7, 0
28, 7, 0
28, 6, 0
28, 7, 0
27, 6, 0
26, 7, 0
27, 7, 0
26, 6, 0
27, 8, 0
26, 6, 0
26, 6, 0
27, 7, 0
27, 6, 0
29, 8, 0
29, 8, 0
32, 8, 1
33, 9, 1
37, 9, 1
37, 10, 1
38, 12, 2
37, 11, 1
37, 9, 1
39, 11, 2
40, 12, 2
40, 10, 2
40, 11, 2
41, 12, 2
40, 11, 2
41, 11, 2
41, 12, 2
41, 11, 2
41, 11, 3
41, 11, 2
41, 11, 2
41, 12, 2
41, 10, 3
40, 11, 2
41, 12, 3
41, 11, 3
42, 10, 4
42, 9, 4
43, 10, 3
38, 8, 3
38, 9, 3
42, 10, 3
45, 11, 4
46, 11, 3
